DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2020-09-04	32492107	Huang XF	2020-06-01	Invest Ophthalmol Vis Sci	www.ncbi.nlm.nih.gov/pubmed/32492107	Genomewide Association Study of Acute Anterior Uveitis Identifies New Susceptibility Loci.	Acute anterior uveitis in ankylosing spondylitis	2,752 European ancestry cases, 3,836 European ancestry controls	NA	18q21.1	18	49727534	ACAA2	SMUG1P1 - ACAA2	ENSG00000267444	ENSG00000167315		76374	54630	rs9947182-T	rs9947182	0	9947182	intergenic_variant	1	NR	1E-6	6.0		1.37	[1.21-1.55]	Illumina [7436415] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST010481	Genome-wide genotyping array
2020-09-04	32492107	Huang XF	2020-06-01	Invest Ophthalmol Vis Sci	www.ncbi.nlm.nih.gov/pubmed/32492107	Genomewide Association Study of Acute Anterior Uveitis Identifies New Susceptibility Loci.	Acute anterior uveitis in ankylosing spondylitis	2,752 European ancestry cases, 3,836 European ancestry controls	NA				HLA-B							HLA-B*27-?	HLA-B*27	0			1	NR	2E-42	41.69897000433602		2.35	[2.08-2.66]	Illumina [7436415] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST010481	Genome-wide genotyping array
2023-12-27	37949852	Gelfman S	2023-11-11	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37949852	A large meta-analysis identifies genes associated with anterior uveitis.	Anterior uveitis	421 African ancestry cases, 42,369 African ancestry controls, 46 East Asian ancestry cases, 9,259 East Asian ancestry controls, 3,180 European ancestry cases, 826,685 European ancestry controls, 115 Hispanic or Latin American cases, 18,753 Hispanic or Latin American controls, 21 cases, 5,680 controls, 67 South Asian ancestry cases, 13,803 South Asian ancestry controls	NA	6p21.33	6	31360487		HLA-B			ENSG00000234745			rs543685299-?	rs543685299	0	543685299	intron_variant	0	NR	1E-196	196.0		3.37	[3.11-3.65]	Illumina [10035086] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST90295958	Genome-wide genotyping array, Exome-wide sequencing [Global Screening Array]
2023-12-27	37949852	Gelfman S	2023-11-11	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/37949852	A large meta-analysis identifies genes associated with anterior uveitis.	Anterior uveitis	421 African ancestry cases, 42,369 African ancestry controls, 46 East Asian ancestry cases, 9,259 East Asian ancestry controls, 3,180 European ancestry cases, 826,685 European ancestry controls, 115 Hispanic or Latin American cases, 18,753 Hispanic or Latin American controls, 21 cases, 5,680 controls, 67 South Asian ancestry cases, 13,803 South Asian ancestry controls	NA	5q15	5	96775524		CAST, ERAP1			ENSG00000153113, ENSG00000164307			rs3198304-?	rs3198304	0	3198304	3_prime_UTR_variant	0	NR	1E-8	8.0		0.86	[0.82-0.91]	Illumina [10035086] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST90295958	Genome-wide genotyping array, Exome-wide sequencing [Global Screening Array]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	5q15	5	96785448	ERAP1, ERAP2, LNPEP	ERAP1			ENSG00000164307			rs2032890-A	rs2032890	0	2032890	non_coding_transcript_exon_variant	0	0.77	2E-16	15.698970004336019		1.51	[1.37-1.66]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	2p15	2	62343438	intergenic	RN7SL51P - RN7SL18P	ENSG00000239958	ENSG00000241625		80767	147740	rs4672507-T	rs4672507	0	4672507	intron_variant	1	0.43	2E-12	11.698970004336019		1.38	[1.27-1.50]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	1p31.3	1	67234232	IL23R	IL23R			ENSG00000162594			rs79755370-C	rs79755370	0	79755370	intron_variant	0	0.96	1E-8	8.0		1.8	[1.45-2.23]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	1q32.1	1	200906114	KIF21B, C1orf106	INAVA			ENSG00000163362			rs12132349-T	rs12132349	0	12132349	intron_variant	0	0.76	2E-7	6.698970004336019		1.31	[1.19-1.44]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	1q21.3	1	154460401	IL6R	IL6R			ENSG00000160712			rs6690230-C	rs6690230	0	6690230	intron_variant	0	0.41	1E-6	6.0		1.23	[1.13-1.34]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	1q32.1	1	206786182	IL10, IL19	IL19			ENSG00000142224			rs17351243-A	rs17351243	0	17351243	intron_variant	0	0.51	1E-6	6.0		1.24	[1.14-1.35]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	2q12.1	2	102366243	IL18R1, IL1R1	IL18R1			ENSG00000115604			rs10197284-G	rs10197284	0	10197284	intron_variant	0	0.26	2E-6	5.698970004336019		1.25	[1.14-1.38]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	6q12	6	64588658	EYS	EYS			ENSG00000188107			rs665873-A	rs665873	0	665873	intron_variant	0	0.98	5E-6	5.301029995663981		2.03	[1.48-2.79]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	6p21.33	6	31377139	HLA-B	RNU6-283P - FGFR3P1	ENSG00000201658	ENSG00000230994		6899	280	rs116488202-?	rs116488202	0	116488202	intergenic_variant	1	NR	1E-300	300.0		16.8	[15.0-18.7]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	7q36.1	7	149262687	HLA-B, MICA	ZNF783			ENSG00000204946			rs114102658-?	rs114102658	1	4727034	intron_variant	0	NR	1E-41	41.0	(conditioned on rs116488202)	17.4	[16.7-19.4]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	7p21.2	7	14022495	HLA-B	Y_RNA - RPL6P21	ENSG00000207127	ENSG00000223445		11732	48040	rs149567432-?	rs149567432	1	34924825	intergenic_variant	1	NR	4E-9	8.397940008672037	(conditioned on rs116488202, rs114102658)	9.0	[8.2-9.9]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	7p21.3	7	13472336	HLA-DQA2	RBMX2P4 - ETV1	ENSG00000230879	ENSG00000006468		549416	418893	rs114977878-?	rs114977878	1	10261953	intron_variant	1	NR	4E-6	5.3979400086720375	(conditioned on rs116488202, rs114102658,rs149567432)	1.4	[1.3-1.6]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR	6p21.32	6	32528217	HLA-DRB5	HLA-DRB5			ENSG00000198502			rs115711695-?	rs115711695	0	115711695	intron_variant	0	NR	6E-6	5.221848749616356	(conditioned on rs116488202, rs114102658, rs149567432, rs114977878)	1.7	[1.5-1.9]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis (with or without ankylosing spondylitis)	238 European ancestry primary acute anterior uveitis cases, 1,199 European ancestry cases with acute anterior uveitis and ankylosing spondylitis, 9,564 European ancestry controls	NR				HLA-B27							HLA-B27-?	HLA-B27	0			1	NR	1E-300	300.0		59.7	[51.4-69.5]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007362	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis in ankylosing spondylitis	1,199 European ancestry cases, 1,731 European ancestry controls	NR	7p22.1	7	5059438	HLA-B	RBAK, RBAK-RBAKDN			ENSG00000146587, ENSG00000272968			rs115879499-G	rs115879499	1	75547560	intron_variant	0	0.49	5E-18	17.30102999566398		1.36	[1.22-1.52]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007361	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis in ankylosing spondylitis	1,199 European ancestry cases, 1,731 European ancestry controls	NR	5q15	5	96785448	ERAP1	ERAP1			ENSG00000164307			rs2032890-A	rs2032890	0	2032890	non_coding_transcript_exon_variant	0	0.78	9E-6	5.045757490560675		1.34	[1.18 – 1.52]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007361	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis in ankylosing spondylitis	1,199 European ancestry cases, 1,731 European ancestry controls	NR	7p22.1	7	5059438	HLA-B	RBAK, RBAK-RBAKDN			ENSG00000146587, ENSG00000272968			rs115879499-?	rs115879499	1	75547560	intron_variant	0	NR	5E-18	17.30102999566398		1.4	[1.2-1.5]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007361	Targeted genotyping array [ImmunoChip]
2019-03-20	25200001	Robinson PC	2014-09-08	Arthritis Rheumatol	www.ncbi.nlm.nih.gov/pubmed/25200001	Genetic dissection of acute anterior uveitis reveals similarities and differences in associations observed with ankylosing spondylitis.	Acute anterior uveitis in ankylosing spondylitis	1,199 European ancestry cases, 1,731 European ancestry controls	NR				HLA-B27							HLA-B27-?	HLA-B27	0			1	NR	1E-16	16.0		2.1	[1.8-2.5]	Illumina [at least 106525] (imputed)	N	anterior uveitis	http://www.ebi.ac.uk/efo/EFO_1000811	GCST007361	Targeted genotyping array [ImmunoChip]
